nome,idade,email,genero,cep,cidade_estado,bairro,user_ativo,produto,produto_valor,data_compra
Eric Jones,22,anafreisa.teste@gmail.com,M,70760620,Brasília/DF,Asa Norte,0,whisky,129.0,2021-03-16
Dustin Bender,35,anafreisa.teste@gmail.com,F,64023610,Teresina/PI,Lourival Parente,0,Refrigerante Guaraná,2.3,2021-03-17
Victoria Richardson,60,anafreisa.teste@gmail.com,F,55157411,Belo Jardim/PE,Boa Vista,0,Vinho Branco,56.9,2021-03-03
Mr. Scott Larson,29,anafreisa.teste@gmail.com,M,72243434,Brasília/DF,Setor Habitacional Sol Nascente (Ceilândia),0,Vinho Tinto,69.9,2021-03-11
Amy Welch,42,anafreisa.teste@gmail.com,M,59125339,Natal/RN,Pajuçara,0,Cerveja,4.0,2021-03-14
Amy Reyes,22,anafreisa.teste@gmail.com,M,77024128,Palmas/TO,Plano Diretor Sul,0,Gelo,10.2,2021-03-08
Kenneth Tyler,31,anafreisa.teste@gmail.com,M,57061090,Maceió/AL,Tabuleiro do Martins,1,Cerveja,4.0,2021-03-30
Jason Reeves,25,anafreisa.teste@gmail.com,M,8790730,Mogi das Cruzes/SP,Vila Oliveira,0,Cerveja,4.0,2021-03-20
Melanie Taylor,18,anafreisa.teste@gmail.com,M,21930220,Rio de Janeiro/RJ,Zumbi,0,Cerveja,4.0,2021-03-15
Lauren Gomez,43,anafreisa.teste@gmail.com,F,4405050,São Paulo/SP,Cidade Ademar,0,Refrigerante Guaraná,2.3,2021-02-05
Thomas Hayes,37,anafreisa.teste@gmail.com,F,80230085,Curitiba/PR,Centro,1,Vinho Branco,56.9,2021-03-23
Dana Bauer,22,anafreisa.teste@gmail.com,F,60544773,Fortaleza/CE,Siqueira,0,Vinho Tinto,69.9,2021-03-17
Regina Boyer,31,anafreisa.teste@gmail.com,M,41110460,Salvador/BA,Pernambués,0,Vinho Tinto,69.9,2021-03-02
Clifford White,66,anafreisa.teste@gmail.com,F,36031398,Juiz de Fora/MG,Ipiranga,0,Refrigerante Guaraná,2.3,2021-03-07
David Rogers,16,anafreisa.teste@gmail.com,M,35010001,Governador Valadares/MG,Centro,0,Refrigerante Guaraná,2.3,2021-03-15
Alexis Stout,30,anafreisa.teste@gmail.com,M,20210910,Rio de Janeiro/RJ,Santo Cristo,1,Refrigerante Cola,3.5,2021-03-25
John Schroeder,34,anafreisa.teste@gmail.com,M,88030480,Florianópolis/SC,João Paulo,1,Água com gás,3.29,2021-03-30
Steven Juarez,32,anafreisa.teste@gmail.com,M,50731175,Recife/PE,Cordeiro,0,Água,2.29,2021-03-08
Ellen Davis,25,anafreisa.teste@gmail.com,F,60526620,Fortaleza/CE,Autran Nunes,0,Tequila,95.99,2021-03-21
James Wilson,70,anafreisa.teste@gmail.com,F,88102054,São José/SC,Kobrasol,0,Vinho Tinto,69.9,2021-03-09
Mr. Matthew Mccormick,64,anafreisa.teste@gmail.com,F,14169256,Sertãozinho/SP,Jardim São Sebastião,0,Refrigerante Cola,3.5,2021-02-21
Dawn Adkins,24,anafreisa.teste@gmail.com,M,78138186,Várzea Grande/MT,Marajoara,0,Gelo,10.2,2021-03-12
Corey Glover,27,anafreisa.teste@gmail.com,M,78118457,Várzea Grande/MT,Cristo Rei,0,Refrigerante Cola,3.5,2021-03-18
Steven Sanchez,62,anafreisa.teste@gmail.com,M,88900255,Araranguá/SC,Vila São José,0,Vinho Tinto,69.9,2021-03-05
Mrs. Jennifer Lam DDS,47,anafreisa.teste@gmail.com,F,80520220,Curitiba/PR,Bom Retiro,1,Vinho Tinto,69.9,2021-03-24
Rita Woodard,48,anafreisa.teste@gmail.com,F,29055610,Vitória/ES,Praia do Canto,0,whisky,129.0,2021-03-03
Kristopher Zamora,32,anafreisa.teste@gmail.com,F,21555360,Rio de Janeiro/RJ,Marechal Hermes,0,Refrigerante Cola,3.5,2021-02-14
Wendy Rubio,35,anafreisa.teste@gmail.com,F,23082270,Rio de Janeiro/RJ,Campo Grande,0,Refrigerante Guaraná,2.3,2021-02-14
Michael Francis,26,anafreisa.teste@gmail.com,F,55158440,Belo Jardim/PE,COHAB-I,0,Vodka,33.8,2021-03-20
Ashlee Smith,50,anafreisa.teste@gmail.com,M,89803436,Chapecó/SC,Jardim América,1,Vinho Tinto,69.9,2021-03-29
Christopher Johnson,76,anafreisa.teste@gmail.com,F,54490254,Jaboatão dos Guararapes/PE,Barra de Jangada,1,Refrigerante Guaraná,2.3,2021-03-29
Michael Stevens,39,anafreisa.teste@gmail.com,M,53625565,Igarassu/PE,Umbura,1,Refrigerante Guaraná,2.3,2021-03-31
William Jones,27,anafreisa.teste@gmail.com,F,83707080,Araucária/PR,Thomaz Coelho,0,Cerveja,4.0,2021-03-17
Jennifer Watkins,30,anafreisa.teste@gmail.com,M,38041410,Uberaba/MG,Residencial Rio de Janeiro,1,Vinho Tinto,69.9,2021-03-29
Christine Sanders,21,anafreisa.teste@gmail.com,M,24727057,São Gonçalo/RJ,Gebara,0,whisky,129.0,2021-03-17
Chelsea Smith,47,anafreisa.teste@gmail.com,M,41307445,Salvador/BA,Nova Brasília de Valéria,0,Refrigerante Guaraná,2.3,2021-03-05
Dwayne Floyd,24,anafreisa.teste@gmail.com,M,17210620,Jaú/SP,Jardim América,1,Cerveja,4.0,2021-03-25
Erin Cook,55,anafreisa.teste@gmail.com,M,69065150,Manaus/AM,Cachoeirinha,0,Vinho Tinto,69.9,2021-03-16
Laura Parker,66,anafreisa.teste@gmail.com,F,53625025,Igarassu/PE,Cruz do Rebouças,0,Vinho Tinto,69.9,2021-03-13
Erica Martin,21,anafreisa.teste@gmail.com,M,37064010,Varginha/MG,Jardim Atlântico Sul,0,whisky,129.0,2021-03-07
Jennifer Short,27,anafreisa.teste@gmail.com,M,73391027,Brasília/DF,Residencial Cachoeira (Planaltina),0,Vinho Branco,56.9,2021-03-20
Debbie Lambert,27,anafreisa.teste@gmail.com,M,45012088,Vitória da Conquista/BA,Primavera,0,Vinho Tinto,69.9,2021-03-21
Deanna Norris,27,anafreisa.teste@gmail.com,F,4783080,São Paulo/SP,Jardim Teresa,0,Vodka,33.8,2021-03-12
Edwin Kent,39,anafreisa.teste@gmail.com,M,20766570,Rio de Janeiro/RJ,Engenho da Rainha,1,Refrigerante Guaraná,2.3,2021-03-25
Ashley Mcneil,36,anafreisa.teste@gmail.com,M,73084310,Brasília/DF,Condomínio Comercial e Residencial Sobradinho (Sobradinho),0,Água,2.29,2021-03-18
Sheila Lewis,27,anafreisa.teste@gmail.com,F,88337460,Balneário Camboriú/SC,Municípios,1,Água,2.29,2021-03-25
Luis Phillips,42,anafreisa.teste@gmail.com,F,7114180,Guarulhos/SP,Parque Renato Maia,0,Refrigerante Cola,3.5,2021-02-15
Bryan Bennett,33,anafreisa.teste@gmail.com,M,8771245,Mogi das Cruzes/SP,Cidade Parquelandia,1,Refrigerante Guaraná,2.3,2021-03-23
Emily Bennett,64,anafreisa.teste@gmail.com,M,88330063,Balneário Camboriú/SC,Centro,0,whisky,129.0,2021-03-02
Benjamin Hughes,63,anafreisa.teste@gmail.com,M,81550110,Curitiba/PR,Uberaba,0,Vinho Branco,56.9,2021-03-22
Christina Patton,28,anafreisa.teste@gmail.com,M,49072219,Aracaju/SE,Dezoito do Forte,0,Cerveja,4.0,2021-03-20
Matthew Price,21,anafreisa.teste@gmail.com,F,12440520,Pindamonhangaba/SP,Residencial Vale das Acácias,0,Cerveja,4.0,2021-03-18
Steven Hogan,20,anafreisa.teste@gmail.com,M,82640560,Curitiba/PR,Santa Cândida,0,Cerveja,4.0,2021-03-19
Jacob Vazquez,19,anafreisa.teste@gmail.com,F,74924480,Aparecida de Goiânia/GO,Vale do Sol,1,whisky,129.0,2021-03-30
Roger Green,64,anafreisa.teste@gmail.com,M,72235555,Brasília/DF,Ceilândia Sul (Ceilândia),0,Cerveja,4.0,2021-03-12
Dustin Shelton,27,anafreisa.teste@gmail.com,M,21670237,Rio de Janeiro/RJ,Marechal Hermes,0,whisky,129.0,2021-03-02
Trevor Martinez,44,anafreisa.teste@gmail.com,M,78042610,Cuiabá/MT,Novo Colorado,0,Refrigerante Guaraná,2.3,2021-03-20
Brianna Roberts,37,anafreisa.teste@gmail.com,F,4830400,São Paulo/SP,Jordanópolis,0,Vinho Tinto,69.9,2021-02-06
Amy Lambert,45,anafreisa.teste@gmail.com,M,91740440,Porto Alegre/RS,Vila Nova,1,Vinho Branco,56.9,2021-03-27
Kathleen Cook,23,anafreisa.teste@gmail.com,M,82100480,Curitiba/PR,Pilarzinho,1,whisky,129.0,2021-03-29
Richard Holt,32,anafreisa.teste@gmail.com,M,9430530,Ribeirão Pires/SP,Santa Luzia,1,Refrigerante Cola,3.5,2021-03-30
Ashley Sawyer,39,anafreisa.teste@gmail.com,M,54780784,Camaragibe/PE,São João e São Paulo,0,Vinho Tinto,69.9,2021-03-09
Rose Lee,49,anafreisa.teste@gmail.com,F,93056180,São Leopoldo/RS,Feitoria,0,Vinho Branco,56.9,2021-03-07
Christopher Perez,49,anafreisa.teste@gmail.com,F,14021260,Ribeirão Preto/SP,City Ribeirão,0,Refrigerante Guaraná,2.3,2021-03-13
Richard Foster MD,56,anafreisa.teste@gmail.com,M,24340110,Niterói/RJ,Itaipu,0,Vinho Branco,56.9,2021-03-05
Alec Cruz,22,anafreisa.teste@gmail.com,F,78030435,Cuiabá/MT,Cidade Alta,0,Refrigerante Guaraná,2.3,2021-03-14
Christian Miller,40,anafreisa.teste@gmail.com,M,5879414,São Paulo/SP,Chácara Santa Maria,0,Refrigerante Guaraná,2.3,2021-03-14
Kevin Watson,18,anafreisa.teste@gmail.com,M,12929127,Bragança Paulista/SP,Loteamento Bragança Paulista Lotes Urbanizados,1,Cerveja,4.0,2021-03-28
Holly Perry MD,61,anafreisa.teste@gmail.com,F,8180090,São Paulo/SP,Jardim Noemia,0,Refrigerante Cola,3.5,2021-03-22
Joshua Lewis,18,anafreisa.teste@gmail.com,F,12918013,Bragança Paulista/SP,Condomínio Quinta da Baroneza II,0,Refrigerante Cola,3.5,2021-02-25
Jeffrey Young,28,anafreisa.teste@gmail.com,M,58802198,Sousa/PB,Gato Preto,0,Cerveja,4.0,2021-03-13
Marcus Wheeler,47,anafreisa.teste@gmail.com,F,12209062,São José dos Campos/SP,Vila Mascarenhas Ferraz,0,Tequila,95.99,2021-02-20
Carl Young,34,anafreisa.teste@gmail.com,F,8577325,Itaquaquecetuba/SP,Vila Monte Belo,0,Refrigerante Guaraná,2.3,2021-02-14
Marcus Ramirez,35,anafreisa.teste@gmail.com,M,18615516,Botucatu/SP,Chácara de Recreio Jardim Alvorada,1,Refrigerante Guaraná,2.3,2021-03-27
Tina Spence,16,anafreisa.teste@gmail.com,M,68626509,Paragominas/PA,Camboatã,0,Refrigerante Guaraná,2.3,2021-03-20
Jacob Smith,70,anafreisa.teste@gmail.com,M,56512720,Arcoverde/PE,São Cristóvão,0,Vinho Tinto,69.9,2021-03-18
Christopher Gutierrez,35,anafreisa.teste@gmail.com,M,68180200,Itaituba/PA,Bela Vista,0,Vinho Tinto,69.9,2021-03-11
Andrew Torres,45,anafreisa.teste@gmail.com,F,78043266,Cuiabá/MT,Duque de Caxias,0,Refrigerante Cola,3.5,2021-03-19
Justin Dominguez,29,anafreisa.teste@gmail.com,M,6332090,Carapicuíba/SP,Vila Ester,1,Tequila,95.99,2021-03-29
Rachel Carr,33,anafreisa.teste@gmail.com,F,81450600,Curitiba/PR,Cidade Industrial,0,Vinho Tinto,69.9,2021-03-11
John Molina,27,anafreisa.teste@gmail.com,F,12730240,Cruzeiro/SP,Itagaçaba,0,whisky,129.0,2021-03-06
Ronald Harper,37,anafreisa.teste@gmail.com,M,18211340,Itapetininga/SP,Vila Carvalho,0,Refrigerante Guaraná,2.3,2021-03-04
Melanie Atkins,33,anafreisa.teste@gmail.com,M,24914000,Maricá/RJ,Mumbuca,0,Vinho Tinto,69.9,2021-03-06
Julian Sutton,37,anafreisa.teste@gmail.com,F,32183020,Contagem/MG,Chácaras Cotia,0,Refrigerante Cola,3.5,2021-02-15
Jennifer Burke,61,anafreisa.teste@gmail.com,M,22790858,Rio de Janeiro/RJ,Recreio dos Bandeirantes,0,Cerveja,4.0,2021-03-12
Anna Roman,30,anafreisa.teste@gmail.com,F,40800600,Salvador/BA,Paripe,0,Vinho Branco,56.9,2021-03-08
Victor Dyer,44,anafreisa.teste@gmail.com,M,49089459,Aracaju/SE,Soledade,0,Vinho Tinto,69.9,2021-03-21
Jay Hardy,30,anafreisa.teste@gmail.com,F,74986160,Aparecida de Goiânia/GO,Expansul,1,Vinho Tinto,69.9,2021-03-31
Julie Thompson,37,anafreisa.teste@gmail.com,M,56503058,Arcoverde/PE,São Cristóvão,0,Refrigerante Guaraná,2.3,2021-03-19
Carlos Reeves,54,anafreisa.teste@gmail.com,F,93224090,Sapucaia do Sul/RS,Pasqualini,1,Cerveja,4.0,2021-03-24
Angela Spencer,52,anafreisa.teste@gmail.com,M,55158180,Belo Jardim/PE,Floresta,1,Cerveja,4.0,2021-03-26
Julie Carney,40,anafreisa.teste@gmail.com,M,74934666,Aparecida de Goiânia/GO,Cidade Vera Cruz - Jardins Mônaco,0,Cerveja,4.0,2021-03-17
Jamie Rivera,34,anafreisa.teste@gmail.com,M,24130590,Niterói/RJ,Fonseca,0,Refrigerante Cola,3.5,2021-03-05
David Zimmerman,34,anafreisa.teste@gmail.com,M,27963722,Macaé/RJ,Parque Aeroporto,1,Água,2.29,2021-03-25
Jacob Morales,30,anafreisa.teste@gmail.com,M,66115650,Belém/PA,Val-de-Cães,1,Vinho Branco,56.9,2021-03-26
Robert Gibson,50,anafreisa.teste@gmail.com,F,52280591,Recife/PE,Vasco da Gama,1,Água,2.29,2021-03-23
Daniel Daniel,47,anafreisa.teste@gmail.com,M,13380510,Nova Odessa/SP,Residencial Imigrantes,0,Vinho Tinto,69.9,2021-03-10
David Smith,49,anafreisa.teste@gmail.com,F,55607545,Vitória de Santo Antão/PE,Luiz Gonzaga,0,whisky,129.0,2021-03-08
Robert Barker,47,anafreisa.teste@gmail.com,M,89022270,Blumenau/SC,Garcia,0,Vodka,33.8,2021-03-16
Jake Herrera,57,anafreisa.teste@gmail.com,M,71587804,Brasília/DF,Paranoá Parque (Paranoá),0,Refrigerante Cola,3.5,2021-03-04
Dennis Howard,20,anafreisa.teste@gmail.com,M,31255502,Belo Horizonte/MG,Santa Rosa,0,Refrigerante Guaraná,2.3,2021-02-19
Jeremiah Rodgers,28,anafreisa.teste@gmail.com,M,5506010,São Paulo/SP,Butantã,1,Refrigerante Cola,3.5,2021-03-26
Jason Perez,22,anafreisa.teste@gmail.com,M,54420250,Jaboatão dos Guararapes/PE,Piedade,0,Cerveja,4.0,2021-03-14
Joshua Moody,26,anafreisa.teste@gmail.com,M,1221000,São Paulo/SP,Vila Buarque,0,Vodka,33.8,2021-03-08
Sean Crane,62,anafreisa.teste@gmail.com,F,14708284,Bebedouro/SP,Jardim São Fernando,0,Vodka,33.8,2021-02-11
Greg Miller,60,anafreisa.teste@gmail.com,F,55604330,Vitória de Santo Antão/PE,São Vicente de Paulo,0,Vodka,33.8,2021-03-03
Sheena Lynch,34,anafreisa.teste@gmail.com,F,78237970,Curvelândia/MT,Centro,0,Cerveja,4.0,2021-03-15
Jessica Gonzales,27,anafreisa.teste@gmail.com,M,31814120,Belo Horizonte/MG,Providência,0,Refrigerante Cola,3.5,2021-02-11
Alex Carr,48,anafreisa.teste@gmail.com,M,33823560,Ribeirão das Neves/MG,Florença,0,Vodka,33.8,2021-03-14
Matthew Harris,73,anafreisa.teste@gmail.com,M,7859090,Franco da Rocha/SP,Vila Carmela de Túlio,0,Refrigerante Cola,3.5,2021-03-04
Katherine Ruiz,34,anafreisa.teste@gmail.com,F,27516406,Resende/RJ,Parque Ipiranga II,0,Refrigerante Cola,3.5,2021-02-20
Stacy Rodriguez,25,anafreisa.teste@gmail.com,M,7956000,Francisco Morato/SP,Jardim Vassouras,0,Cerveja,4.0,2021-03-22
Dennis Jones,40,anafreisa.teste@gmail.com,F,4953060,São Paulo/SP,Vila Gilda,0,whisky,129.0,2021-03-22
Michael Wood,51,anafreisa.teste@gmail.com,M,74633152,Goiânia/GO,Vila Colemar Natal e Silva,0,Vodka,33.8,2021-03-22
Diana Keith,56,anafreisa.teste@gmail.com,F,30516320,Belo Horizonte/MG,Betânia,0,Vinho Branco,56.9,2021-03-15
Jessica Collins,50,anafreisa.teste@gmail.com,F,21760001,Rio de Janeiro/RJ,Realengo,1,Vodka,33.8,2021-03-31
Aaron Lawson,33,anafreisa.teste@gmail.com,M,36025635,Juiz de Fora/MG,Dom Bosco,0,Refrigerante Guaraná,2.3,2021-03-15
Jesus Cortez,24,anafreisa.teste@gmail.com,M,1524090,São Paulo/SP,Cambuci,1,Tequila,95.99,2021-03-23
Joel Mendoza,47,anafreisa.teste@gmail.com,F,24322498,Niterói/RJ,Vila Progresso,0,whisky,129.0,2021-01-31
Jason Burns,44,anafreisa.teste@gmail.com,M,92325040,Canoas/RS,Harmonia,1,Tequila,95.99,2021-03-25
Tracy Garcia,68,anafreisa.teste@gmail.com,F,13574500,São Carlos/SP,Jardim Paulista,0,Refrigerante Guaraná,2.3,2021-02-01
Sarah Chapman,26,anafreisa.teste@gmail.com,M,51030685,Recife/PE,Boa Viagem,0,Cerveja,4.0,2021-03-21
Jamie Chen,28,anafreisa.teste@gmail.com,M,28080547,Campos dos Goytacazes/RJ,Parque Santo Antônio,0,Refrigerante Cola,3.5,2021-03-15
Christina Yates,56,anafreisa.teste@gmail.com,M,87025756,Maringá/PR,Jardim Dias I,0,Vinho Tinto,69.9,2021-03-07
Heather Hardy,45,anafreisa.teste@gmail.com,M,74675545,Goiânia/GO,Vila dos Subtenentes e Sargentos,0,Refrigerante Cola,3.5,2021-03-03
Manuel Henry,54,anafreisa.teste@gmail.com,F,25900243,Magé/RJ,Flexeiras,0,Refrigerante Guaraná,2.3,2021-03-06
Julie Schultz,33,anafreisa.teste@gmail.com,M,11460410,Guarujá/SP,Sítio Paecara (Vicente de Carvalho),1,Refrigerante Cola,3.5,2021-03-26
Curtis Sweeney,32,anafreisa.teste@gmail.com,F,66063904,Belém/PA,São Brás,0,Cerveja,4.0,2021-03-06
Jesse Owens,57,anafreisa.teste@gmail.com,M,52040260,Recife/PE,Campo Grande,0,Água,2.29,2021-03-03
Stephanie Walker,29,anafreisa.teste@gmail.com,F,21351246,Rio de Janeiro/RJ,Turiaçu,0,Refrigerante Cola,3.5,2021-02-13
Katie Carroll,27,anafreisa.teste@gmail.com,F,60540682,Fortaleza/CE,Granja Portugal,0,Refrigerante Guaraná,2.3,2021-03-13
Nathan Miranda,37,anafreisa.teste@gmail.com,M,65304167,Santa Inês/MA,COHEB,0,Vinho Tinto,69.9,2021-03-13
Raymond Cardenas,54,anafreisa.teste@gmail.com,M,30624250,Belo Horizonte/MG,Vila Cemig,0,Vodka,33.8,2021-02-02
Greg Hall,27,anafreisa.teste@gmail.com,M,26178571,Belford Roxo/RJ,São Vicente,0,Refrigerante Guaraná,2.3,2021-03-14
Eric Johnson,23,anafreisa.teste@gmail.com,M,72596150,Brasília/DF,Setor Habitacional Tororó (Santa Maria),0,Vinho Tinto,69.9,2021-03-10
Daniel Campbell,41,anafreisa.teste@gmail.com,F,40155730,Salvador/BA,Jardim Apipema,1,Vinho Tinto,69.9,2021-03-26
Todd Hernandez,41,anafreisa.teste@gmail.com,M,6663690,Itapevi/SP,Parque Suburbano,0,Refrigerante Guaraná,2.3,2021-03-04
Phillip Martin,30,anafreisa.teste@gmail.com,F,79823210,Dourados/MS,Jardim Universitário,0,Refrigerante Cola,3.5,2021-03-05
Lisa Griffin,27,anafreisa.teste@gmail.com,M,7174170,Guarulhos/SP,Residencial Parque Cumbica,0,Cerveja,4.0,2021-03-07
Desiree Jarvis,19,anafreisa.teste@gmail.com,F,88372092,Navegantes/SC,Meia Praia,0,Vinho Tinto,69.9,2021-03-20
Kathryn Russell,20,anafreisa.teste@gmail.com,M,49087213,Aracaju/SE,Santos Dumont,0,whisky,129.0,2021-03-10
Brenda Burgess,24,anafreisa.teste@gmail.com,M,54490375,Jaboatão dos Guararapes/PE,Barra de Jangada,0,whisky,129.0,2021-03-18
Catherine Robinson,36,anafreisa.teste@gmail.com,F,26030210,Nova Iguaçu/RJ,Juriti,0,Cerveja,4.0,2021-03-21
Jennifer Castro,42,anafreisa.teste@gmail.com,M,6328336,Carapicuíba/SP,Vila Municipal,0,Cerveja,4.0,2021-03-02
Kaitlin Cowan,30,anafreisa.teste@gmail.com,M,25957246,Teresópolis/RJ,Araras,1,Cerveja,4.0,2021-03-24
Jason Gibson,51,anafreisa.teste@gmail.com,F,78040470,Cuiabá/MT,Ribeirão da Ponte,1,Refrigerante Guaraná,2.3,2021-03-31
Connor Miller,30,anafreisa.teste@gmail.com,M,13070103,Campinas/SP,Jardim Chapadão,0,whisky,129.0,2021-03-11
Michael Lopez,40,anafreisa.teste@gmail.com,F,38711000,Santana de Patos (Patos de Minas)/MG  - Distrito,,1,Tequila,95.99,2021-03-25
Joel Rivera,45,anafreisa.teste@gmail.com,M,61628500,Caucaia/CE,Iparana,0,Cerveja,4.0,2021-03-13
Kristin Nelson,22,anafreisa.teste@gmail.com,M,8610170,Suzano/SP,Vila Amorim,0,Refrigerante Guaraná,2.3,2021-03-12
Tyrone Robertson,22,anafreisa.teste@gmail.com,F,15810490,Catanduva/SP,Loteamento Cidade Jardim,1,Gelo,10.2,2021-03-30
Billy Simpson,26,anafreisa.teste@gmail.com,F,55602345,Vitória de Santo Antão/PE,Livramento,1,Tequila,95.99,2021-03-26
Jordan Thomas,63,anafreisa.teste@gmail.com,M,38742216,Patrocínio/MG,São Cristóvão,0,Cerveja,4.0,2021-03-21
Ray Mcbride,63,anafreisa.teste@gmail.com,M,6816240,Embu das Artes/SP,Parque Luíza,0,whisky,129.0,2021-03-11
Jason Cruz,48,anafreisa.teste@gmail.com,M,41815370,Salvador/BA,Itaigara,0,Vinho Tinto,69.9,2021-03-14
Karen White,38,anafreisa.teste@gmail.com,F,3807160,São Paulo/SP,Vila Paranaguá,0,Refrigerante Cola,3.5,2021-03-18
Shawn Franklin,34,anafreisa.teste@gmail.com,F,24426556,São Gonçalo/RJ,Porto da Madama,0,Refrigerante Cola,3.5,2021-02-04
Rachael Vargas,27,anafreisa.teste@gmail.com,F,49010390,Aracaju/SE,Centro,0,Água,2.29,2021-03-18
Andrew Thomas,57,anafreisa.teste@gmail.com,M,72225377,Brasília/DF,Ceilândia Norte (Ceilândia),0,Cerveja,4.0,2021-03-20
Lisa Miller,42,anafreisa.teste@gmail.com,F,59088903,Natal/RN,Neópolis,0,Refrigerante Guaraná,2.3,2021-03-11
Julia Wright,28,anafreisa.teste@gmail.com,M,77080036,Palmas/TO,Taquarussu,0,Refrigerante Cola,3.5,2021-03-02
Matthew Gaines,71,anafreisa.teste@gmail.com,F,91760210,Porto Alegre/RS,Jardim Isabel,0,Vinho Branco,56.9,2021-03-10
James Smith,36,anafreisa.teste@gmail.com,F,84062341,Ponta Grossa/PR,Chapada,0,Cerveja,4.0,2021-03-14
Mrs. Amy Davis,30,anafreisa.teste@gmail.com,M,6826010,Embu das Artes/SP,Jardim Marina,0,Refrigerante Guaraná,2.3,2021-03-19
Kelly Taylor,65,anafreisa.teste@gmail.com,M,80520150,Curitiba/PR,Bom Retiro,0,Vinho Branco,56.9,2021-03-04
Kathleen Carpenter,32,anafreisa.teste@gmail.com,M,12518710,Guaratinguetá/SP,Jardim do Vale,0,Cerveja,4.0,2021-03-05
Ian Marquez,28,anafreisa.teste@gmail.com,F,9520000,São Caetano do Sul/SP,Centro,0,Cerveja,4.0,2021-02-03
Susan Novak DVM,40,anafreisa.teste@gmail.com,M,38055660,Uberaba/MG,Olinda,0,Vinho Branco,56.9,2021-03-14
Brian Sutton,27,anafreisa.teste@gmail.com,M,79506000,Indaiá Grande (Paranaíba)/MS  - Distrito,,0,Vodka,33.8,2021-03-22
Sheila Johnson,61,anafreisa.teste@gmail.com,F,21361340,Rio de Janeiro/RJ,Irajá,0,Vinho Branco,56.9,2021-03-13
Anthony Reed,30,anafreisa.teste@gmail.com,M,23085290,Rio de Janeiro/RJ,Senador Vasconcelos,0,Vinho Tinto,69.9,2021-03-02
Yvette Harvey,17,anafreisa.teste@gmail.com,M,25055009,Duque de Caxias/RJ,Vila São Luís,0,Gelo,10.2,2021-03-16
Eric Bennett,17,anafreisa.teste@gmail.com,F,2913010,São Paulo/SP,Piqueri,0,Refrigerante Guaraná,2.3,2021-02-08
Alexander Diaz,28,anafreisa.teste@gmail.com,F,78152382,Várzea Grande/MT,São Matheus,0,Refrigerante Cola,3.5,2021-03-12
Crystal Nelson,30,anafreisa.teste@gmail.com,F,23076400,Rio de Janeiro/RJ,Campo Grande,0,Tequila,95.99,2021-02-21
Mr. Adam Patrick Jr.,37,anafreisa.teste@gmail.com,M,15265970,Zacarias/SP,Centro,1,Vinho Tinto,69.9,2021-03-31
Allen Jimenez,57,anafreisa.teste@gmail.com,M,5366150,São Paulo/SP,Jardim Esmeralda,0,Vinho Tinto,69.9,2021-03-05
Ashley Howe,59,anafreisa.teste@gmail.com,M,33840255,Ribeirão das Neves/MG,Rosaneves,0,whisky,129.0,2021-02-18
Thomas Lee,47,anafreisa.teste@gmail.com,M,21635160,Rio de Janeiro/RJ,Ricardo de Albuquerque,1,Tequila,95.99,2021-03-24
Makayla Pierce,33,anafreisa.teste@gmail.com,F,70650550,Brasília/DF,Cruzeiro Novo,1,Cerveja,4.0,2021-03-25
John Mccarthy,69,anafreisa.teste@gmail.com,F,7434445,Arujá/SP,Arujázinho IV,0,Vodka,33.8,2021-02-04
Brad Evans,30,anafreisa.teste@gmail.com,F,14079388,Ribeirão Preto/SP,Jardim Diva Tarlá de Carvalho,0,Tequila,95.99,2021-03-07
Derek Davis,44,anafreisa.teste@gmail.com,M,15081200,São José do Rio Preto/SP,Residencial Cidade Jardim,0,Vinho Branco,56.9,2021-03-17
Tracy Dodson,52,anafreisa.teste@gmail.com,M,18134170,São Roque/SP,Jardim Bela Vista,0,whisky,129.0,2021-03-07
Brandy Rogers,21,anafreisa.teste@gmail.com,M,79014876,Campo Grande/MS,North Park,0,Cerveja,4.0,2021-03-14
Jeffery Lozano,46,anafreisa.teste@gmail.com,M,53431080,Paulista/PE,Pau Amarelo,0,Água,2.29,2021-03-14
Joshua Guzman,28,anafreisa.teste@gmail.com,F,2132155,São Paulo/SP,Jardim Japão,0,Água,2.29,2021-02-05
Alex Jones,38,anafreisa.teste@gmail.com,F,36016330,Juiz de Fora/MG,Centro,1,Cerveja,4.0,2021-03-26
Teresa Taylor,50,anafreisa.teste@gmail.com,M,44525970,Argoim (Rafael Jambeiro)/BA  - Distrito,Centro,0,Refrigerante Guaraná,2.3,2021-03-18
Barbara Murphy,55,anafreisa.teste@gmail.com,F,26520440,Nilópolis/RJ,Centro,0,Cerveja,4.0,2021-02-28
Taylor Cook,37,anafreisa.teste@gmail.com,F,13152318,Cosmópolis/SP,Recanto das Laranjeiras,1,Refrigerante Cola,3.5,2021-03-25
Jordan Gordon,52,anafreisa.teste@gmail.com,M,17521450,Marília/SP,Jóquei Clube,1,Vinho Branco,56.9,2021-03-25
Shari Williams,43,anafreisa.teste@gmail.com,F,14177560,Sertãozinho/SP,Jardim Nova Europa,0,Vinho Tinto,69.9,2021-03-18
Judy Brennan,34,anafreisa.teste@gmail.com,M,16900573,Andradina/SP,Vila Alpina,1,Tequila,95.99,2021-03-27
John Allen DDS,35,anafreisa.teste@gmail.com,F,3726100,São Paulo/SP,Engenheiro Goulart,0,Vinho Branco,56.9,2021-02-13
